scenario_name,densities,avg_density,min_density,max_density,normalized_density
02cf0ce1-699a-373b-86c0-eb6fd5f4697a,"ring_front_center_315968505702328816.jpg:0.038461538461538464, ring_front_center_315968507367329128.jpg:0.04, ring_front_center_315968494014028296.jpg:0.03571428571428571, ring_front_center_315968509032331312.jpg:0.04, ring_front_center_315968509598431608.jpg:0.045454545454545456, ring_front_center_315968502372328608.jpg:0.038461538461538464",0.03968198468198468,0.03571428571428571,0.045454545454545456,"{'ring_front_center_315968505702328816.jpg': 0.2820512820512824, 'ring_front_center_315968507367329128.jpg': 0.44000000000000017, 'ring_front_center_315968494014028296.jpg': 0.0, 'ring_front_center_315968509032331312.jpg': 0.44000000000000017, 'ring_front_center_315968509598431608.jpg': 1.0, 'ring_front_center_315968502372328608.jpg': 0.2820512820512824}"
043aeba7-14e5-3cde-8a5c-639389b6d3a6,"ring_front_center_315967475393170312.jpg:0.03571428571428571, ring_front_center_315967480388169392.jpg:0.038461538461538464, ring_front_center_315967478723168568.jpg:0.038461538461538464, ring_front_center_315967472063170040.jpg:0.038461538461538464, ring_front_center_315967467034868064.jpg:0.037037037037037035, ring_front_center_315967482619267800.jpg:0.038461538461538464, ring_front_center_315967477058169480.jpg:0.03571428571428571, ring_front_center_315967482053168632.jpg:0.038461538461538464, ring_front_center_315967470398168024.jpg:0.03571428571428571",0.037387509609731834,0.03571428571428571,0.038461538461538464,"{'ring_front_center_315967475393170312.jpg': 0.0, 'ring_front_center_315967480388169392.jpg': 1.0, 'ring_front_center_315967478723168568.jpg': 1.0, 'ring_front_center_315967472063170040.jpg': 1.0, 'ring_front_center_315967467034868064.jpg': 0.48148148148148073, 'ring_front_center_315967482619267800.jpg': 1.0, 'ring_front_center_315967477058169480.jpg': 0.0, 'ring_front_center_315967482053168632.jpg': 1.0, 'ring_front_center_315967470398168024.jpg': 0.0}"
08a8b7f0-c317-3bdb-b3dc-b7c9b6d033e2,"ring_front_center_315969044062237096.jpg:0.037037037037037035, ring_front_center_315969042397227592.jpg:0.041666666666666664, ring_front_center_315969052387233624.jpg:0.038461538461538464, ring_front_center_315969040732235632.jpg:0.038461538461538464, ring_front_center_315969039033930568.jpg:0.045454545454545456, ring_front_center_315969054052230000.jpg:0.038461538461538464, ring_front_center_315969050722232128.jpg:0.03571428571428571, ring_front_center_315969049057230552.jpg:0.034482758620689655, ring_front_center_315969047392234336.jpg:0.04, ring_front_center_315969045727229080.jpg:0.038461538461538464",0.038820144733937835,0.034482758620689655,0.045454545454545456,"{'ring_front_center_315969044062237096.jpg': 0.23280423280423262, 'ring_front_center_315969042397227592.jpg': 0.6547619047619045, 'ring_front_center_315969052387233624.jpg': 0.3626373626373628, 'ring_front_center_315969040732235632.jpg': 0.3626373626373628, 'ring_front_center_315969039033930568.jpg': 1.0, 'ring_front_center_315969054052230000.jpg': 0.3626373626373628, 'ring_front_center_315969050722232128.jpg': 0.11224489795918352, 'ring_front_center_315969049057230552.jpg': 0.0, 'ring_front_center_315969047392234336.jpg': 0.5028571428571429, 'ring_front_center_315969045727229080.jpg': 0.3626373626373628}"
0ef28d5c-ae34-370b-99e7-6709e1c4b929,"ring_front_center_315969348057078736.jpg:0.045454545454545456, ring_front_center_315969344727076464.jpg:0.047619047619047616, ring_front_center_315969351387081480.jpg:0.043478260869565216, ring_front_center_315969353052080496.jpg:0.041666666666666664, ring_front_center_315969341397079592.jpg:0.03571428571428571, ring_front_center_315969349722083320.jpg:0.043478260869565216, ring_front_center_315969346392084000.jpg:0.045454545454545456, ring_front_center_315969338067080640.jpg:0.037037037037037035, ring_front_center_315969343062082568.jpg:0.045454545454545456, ring_front_center_315969339732081816.jpg:0.038461538461538464",0.042381873360134235,0.03571428571428571,0.047619047619047616,"{'ring_front_center_315969348057078736.jpg': 0.8181818181818185, 'ring_front_center_315969344727076464.jpg': 1.0, 'ring_front_center_315969351387081480.jpg': 0.6521739130434784, 'ring_front_center_315969353052080496.jpg': 0.5, 'ring_front_center_315969341397079592.jpg': 0.0, 'ring_front_center_315969349722083320.jpg': 0.6521739130434784, 'ring_front_center_315969346392084000.jpg': 0.8181818181818185, 'ring_front_center_315969338067080640.jpg': 0.1111111111111111, 'ring_front_center_315969343062082568.jpg': 0.8181818181818185, 'ring_front_center_315969339732081816.jpg': 0.23076923076923112}"
10b3a1d8-e56c-38be-aaf7-ef2f862a5c4e,"ring_front_center_315967645260010232.jpg:0.03571428571428571, ring_front_center_315967653585008184.jpg:0.038461538461538464, ring_front_center_315967658580010304.jpg:0.03571428571428571, ring_front_center_315967661876711016.jpg:0.037037037037037035, ring_front_center_315967641930009712.jpg:0.038461538461538464, ring_front_center_315967643595007072.jpg:0.037037037037037035, ring_front_center_315967656915007576.jpg:0.04, ring_front_center_315967651920009056.jpg:0.038461538461538464, ring_front_center_315967646925009192.jpg:0.037037037037037035, ring_front_center_315967631906705464.jpg:0.041666666666666664, ring_front_center_315967650255009112.jpg:0.03571428571428571, ring_front_center_315967640265008416.jpg:0.038461538461538464, ring_front_center_315967660245006872.jpg:0.04, ring_front_center_315967655250009704.jpg:0.038461538461538464, ring_front_center_315967648590008912.jpg:0.03571428571428571",0.03786284086284086,0.03571428571428571,0.041666666666666664,"{'ring_front_center_315967645260010232.jpg': 0.0, 'ring_front_center_315967653585008184.jpg': 0.46153846153846223, 'ring_front_center_315967658580010304.jpg': 0.0, 'ring_front_center_315967661876711016.jpg': 0.2222222222222222, 'ring_front_center_315967641930009712.jpg': 0.46153846153846223, 'ring_front_center_315967643595007072.jpg': 0.2222222222222222, 'ring_front_center_315967656915007576.jpg': 0.7200000000000005, 'ring_front_center_315967651920009056.jpg': 0.46153846153846223, 'ring_front_center_315967646925009192.jpg': 0.2222222222222222, 'ring_front_center_315967631906705464.jpg': 1.0, 'ring_front_center_315967650255009112.jpg': 0.0, 'ring_front_center_315967640265008416.jpg': 0.46153846153846223, 'ring_front_center_315967660245006872.jpg': 0.7200000000000005, 'ring_front_center_315967655250009704.jpg': 0.46153846153846223, 'ring_front_center_315967648590008912.jpg': 0.0}"
10b8dee6-778f-33e4-a946-d842d2d9c3d7,"ring_front_center_315968232373883536.jpg:0.043478260869565216, ring_front_center_315968234038877336.jpg:0.041666666666666664, ring_front_center_315968230708880104.jpg:0.041666666666666664, ring_front_center_315968229010581848.jpg:0.04, ring_front_center_315968235703882072.jpg:0.04",0.04136231884057971,0.04,0.043478260869565216,"{'ring_front_center_315968232373883536.jpg': 1.0, 'ring_front_center_315968234038877336.jpg': 0.479166666666666, 'ring_front_center_315968230708880104.jpg': 0.479166666666666, 'ring_front_center_315968229010581848.jpg': 0.0, 'ring_front_center_315968235703882072.jpg': 0.0}"
10f92308-e06e-3725-a302-4b09e6e790ad,"ring_front_center_315972073356983888.jpg:0.041666666666666664, ring_front_center_315972053376982728.jpg:0.043478260869565216, ring_front_center_315972055041982568.jpg:0.043478260869565216, ring_front_center_315972063366974656.jpg:0.041666666666666664, ring_front_center_315972056706981192.jpg:0.041666666666666664, ring_front_center_315972050013682128.jpg:0.041666666666666664, ring_front_center_315972071691981480.jpg:0.05, ring_front_center_315972058371984312.jpg:0.041666666666666664, ring_front_center_315972068361984368.jpg:0.045454545454545456, ring_front_center_315972065031988544.jpg:0.04, ring_front_center_315972075021980448.jpg:0.047619047619047616, ring_front_center_315972076686984464.jpg:0.047619047619047616, ring_front_center_315972061701986592.jpg:0.041666666666666664",0.04366532018705931,0.04,0.05,"{'ring_front_center_315972073356983888.jpg': 0.16666666666666632, 'ring_front_center_315972053376982728.jpg': 0.34782608695652145, 'ring_front_center_315972055041982568.jpg': 0.34782608695652145, 'ring_front_center_315972063366974656.jpg': 0.16666666666666632, 'ring_front_center_315972056706981192.jpg': 0.16666666666666632, 'ring_front_center_315972050013682128.jpg': 0.16666666666666632, 'ring_front_center_315972071691981480.jpg': 1.0, 'ring_front_center_315972058371984312.jpg': 0.16666666666666632, 'ring_front_center_315972068361984368.jpg': 0.5454545454545454, 'ring_front_center_315972065031988544.jpg': 0.0, 'ring_front_center_315972075021980448.jpg': 0.7619047619047614, 'ring_front_center_315972076686984464.jpg': 0.7619047619047614, 'ring_front_center_315972061701986592.jpg': 0.16666666666666632}"
11953248-1195-1195-1195-511954366464,"ring_front_center_315967982087258856.jpg:0.047619047619047616, ring_front_center_315967974894462624.jpg:0.047619047619047616, ring_front_center_315967953249464480.jpg:0.045454545454545456, ring_front_center_315967978224460984.jpg:0.047619047619047616, ring_front_center_315967971564462832.jpg:0.043478260869565216, ring_front_center_315967964904462544.jpg:0.045454545454545456, ring_front_center_315967954914462424.jpg:0.045454545454545456, ring_front_center_315967963239459840.jpg:0.043478260869565216, ring_front_center_315967958244462512.jpg:0.045454545454545456, ring_front_center_315967976559460960.jpg:0.045454545454545456, ring_front_center_315967968234461352.jpg:0.045454545454545456, ring_front_center_315967961574461088.jpg:0.043478260869565216, ring_front_center_315967969899461504.jpg:0.043478260869565216, ring_front_center_315967956579460864.jpg:0.043478260869565216, ring_front_center_315967973229461264.jpg:0.045454545454545456, ring_front_center_315967981554458536.jpg:0.047619047619047616, ring_front_center_315967959909461360.jpg:0.043478260869565216, ring_front_center_315967966569462448.jpg:0.045454545454545456, ring_front_center_315967979889463288.jpg:0.045454545454545456",0.04528614025181529,0.043478260869565216,0.047619047619047616,"{'ring_front_center_315967982087258856.jpg': 1.0, 'ring_front_center_315967974894462624.jpg': 1.0, 'ring_front_center_315967953249464480.jpg': 0.477272727272728, 'ring_front_center_315967978224460984.jpg': 1.0, 'ring_front_center_315967971564462832.jpg': 0.0, 'ring_front_center_315967964904462544.jpg': 0.477272727272728, 'ring_front_center_315967954914462424.jpg': 0.477272727272728, 'ring_front_center_315967963239459840.jpg': 0.0, 'ring_front_center_315967958244462512.jpg': 0.477272727272728, 'ring_front_center_315967976559460960.jpg': 0.477272727272728, 'ring_front_center_315967968234461352.jpg': 0.477272727272728, 'ring_front_center_315967961574461088.jpg': 0.0, 'ring_front_center_315967969899461504.jpg': 0.0, 'ring_front_center_315967956579460864.jpg': 0.0, 'ring_front_center_315967973229461264.jpg': 0.477272727272728, 'ring_front_center_315967981554458536.jpg': 1.0, 'ring_front_center_315967959909461360.jpg': 0.0, 'ring_front_center_315967966569462448.jpg': 0.477272727272728, 'ring_front_center_315967979889463288.jpg': 0.477272727272728}"
15c802a9-0f0e-3c87-b516-a3fa02f1ecb0,"ring_front_center_315970763383154144.jpg:0.041666666666666664, ring_front_center_315970768378158272.jpg:0.043478260869565216, ring_front_center_315970760053155736.jpg:0.043478260869565216, ring_front_center_315970756723155624.jpg:0.043478260869565216, ring_front_center_315970758388156808.jpg:0.037037037037037035, ring_front_center_315970761718156648.jpg:0.041666666666666664, ring_front_center_315970755058156912.jpg:0.047619047619047616, ring_front_center_315970765048157704.jpg:0.041666666666666664, ring_front_center_315970766713155576.jpg:0.04, ring_front_center_315970770043157016.jpg:0.04",0.04200908672647803,0.037037037037037035,0.047619047619047616,"{'ring_front_center_315970763383154144.jpg': 0.4375, 'ring_front_center_315970768378158272.jpg': 0.6086956521739132, 'ring_front_center_315970760053155736.jpg': 0.6086956521739132, 'ring_front_center_315970756723155624.jpg': 0.6086956521739132, 'ring_front_center_315970758388156808.jpg': 0.0, 'ring_front_center_315970761718156648.jpg': 0.4375, 'ring_front_center_315970755058156912.jpg': 1.0, 'ring_front_center_315970765048157704.jpg': 0.4375, 'ring_front_center_315970766713155576.jpg': 0.2800000000000003, 'ring_front_center_315970770043157016.jpg': 0.2800000000000003}"
22160544-2216-2216-2216-722161741824,"ring_front_center_315966732473713216.jpg:0.043478260869565216, ring_front_center_315966740798712328.jpg:0.04, ring_front_center_315966729143712824.jpg:0.043478260869565216, ring_front_center_315966742463702360.jpg:0.043478260869565216, ring_front_center_315966724148708960.jpg:0.043478260869565216, ring_front_center_315966739133707048.jpg:0.04, ring_front_center_315966725813709296.jpg:0.043478260869565216, ring_front_center_315966727478706752.jpg:0.045454545454545456, ring_front_center_315966730808702232.jpg:0.041666666666666664, ring_front_center_315966737468708128.jpg:0.041666666666666664, ring_front_center_315966735803710936.jpg:0.043478260869565216, ring_front_center_315966717488711936.jpg:0.041666666666666664, ring_front_center_315966734138706360.jpg:0.04, ring_front_center_315966722483708848.jpg:0.045454545454545456, ring_front_center_315966720818708928.jpg:0.045454545454545456, ring_front_center_315966719153707872.jpg:0.045454545454545456",0.04298048418972332,0.04,0.045454545454545456,"{'ring_front_center_315966732473713216.jpg': 0.6376811594202895, 'ring_front_center_315966740798712328.jpg': 0.0, 'ring_front_center_315966729143712824.jpg': 0.6376811594202895, 'ring_front_center_315966742463702360.jpg': 0.6376811594202895, 'ring_front_center_315966724148708960.jpg': 0.6376811594202895, 'ring_front_center_315966739133707048.jpg': 0.0, 'ring_front_center_315966725813709296.jpg': 0.6376811594202895, 'ring_front_center_315966727478706752.jpg': 1.0, 'ring_front_center_315966730808702232.jpg': 0.30555555555555497, 'ring_front_center_315966737468708128.jpg': 0.30555555555555497, 'ring_front_center_315966735803710936.jpg': 0.6376811594202895, 'ring_front_center_315966717488711936.jpg': 0.30555555555555497, 'ring_front_center_315966734138706360.jpg': 0.0, 'ring_front_center_315966722483708848.jpg': 1.0, 'ring_front_center_315966720818708928.jpg': 1.0, 'ring_front_center_315966719153707872.jpg': 1.0}"
